picard-slim	https://github.com/broadinstitute/picard	
r-loomr	https://github.com/mojaveazure/loomR	
mgltools	https://ccsb.scripps.edu/mgltools/	
bioconductor-nugohs1a520180probe	http://www.bioconductor.org/packages//2.12/data/annotation/html/nugohs1a520180probe.html	
cthreepo	https://github.com/vkkodali/cthreepo	
gvcf2coverage	https://github.com/varda/varda2_preprocessing	
varda2-client	https://github.com/varda/varda2-client	
vcf2variants	https://github.com/varda/varda2_preprocessing	
scxa-plots	https://github.com/ebi-gene-expression-group/scxa-plots	
perl-sanger-cgp-vcf	https://github.com/cancerit/cgpVcf	
crimson	https://github.com/bow/crimson	
hlaprofiler	https://github.com/ExpressionAnalysis/HLAProfiler	
fastq-anonymous	https://github.com/wdecoster/fastq-anonymous	
perl-module-loaded	http://metacpan.org/pod/Module::Loaded	
assembly-scan	https://github.com/rpetit3/assembly-scan	
prophane	https://gitlab.com/s.fuchs/prophane/	
perl-moosex-getopt	https://github.com/moose/MooseX-Getopt	
perl-cpan-meta-validator	http://metacpan.org/pod/CPAN::Meta::Validator	
perl-text-wrap	http://metacpan.org/pod/Text::Wrap	
biskit	https://github.com/graik/biskit	
pneumocat	https://github.com/phe-bioinformatics/pneumocat	
r-bcbiobase	https://github.com/hbc/bcbioBase/	
perl-file-readbackwards	http://metacpan.org/pod/File::ReadBackwards	
perl-test-fork	http://metacpan.org/pod/Test::Fork	
compare-reads	https://github.com/mvdbeek/pysam-compare-reads	
shapeshifter-cli	https://github.com/srp33/ShapeShifter-CLI	
halla	http://huttenhower.sph.harvard.edu/halla	
perl-rest-client	http://metacpan.org/pod/REST::Client	
gnomic	https://github.com/biosustain/gnomic	
age-metasv	https://github.com/marghoob/AGE/tree/simple-parseable-output	
scala	https://github.com/scala/scala	
perl-role-tiny-with	http://metacpan.org/pod/Role::Tiny::With	
sts-smctc	https://github.com/matsengrp/smctc	
pfam_scan	http://ftp.ebi.ac.uk/pub/databases/Pfam/Tools/	
r-perfmeas	https://CRAN.R-project.org/package=PerfMeas	
perl-xml-libxml	https://bitbucket.org/shlomif/perl-xml-libxml	
perl-import-into	http://metacpan.org/pod/Import::Into	
truvari	https://github.com/spiralgenetics/truvari	
libstatgen	https://genome.sph.umich.edu/wiki/C++_Library:_libStatGen	
bioconda-utils	http://bioconda.github.io/build-system.html	
perl-threaded	http://www.perl.org/	
perl-file-chdir	https://github.com/dagolden/File-chdir	
ig-flowtools	https://github.com/ImmPortDB/ig-flowtools	
perl-data-walk	http://metacpan.org/pod/Data::Walk	
perl-io-gzip	https://metacpan.org/pod/PerlIO::gzip	
nanopore_simulation	https://github.com/crohrandt/nanopore_simulation	
perl-test-mockmodule	https://github.com/geofffranks/test-mockmodule	
pb-dazzler	https://github.com/PacificBiosciences/pbbioconda	
perl-bignum	http://metacpan.org/pod/bignum	
bohra	https://github.com/kristyhoran/bohra	
perl-aceperl	http://metacpan.org/pod/AcePerl	
perl-forks	http://search.cpan.org/~rybskej/forks/lib/forks.pm	
perl-moosex-types	https://github.com/moose/MooseX-Types	
disty	https://github.com/c2-d2/disty	
hicbrowser	https://github.com/maxplanck-ie/HiCBrowser	
xs-sim	https://github.com/pratas/xs	
perl-json	http://metacpan.org/pod/JSON	
perl-test-nowarnings	https://metacpan.org/pod/Test::NoWarnings	
query_phenomizer	https://www.github.com/moonso/query_phenomizer	
ebisearch	https://github.com/bebatut/ebisearch	
snvphyl-tools	https://github.com/phac-nml/snvphyl-tools	
cistrome_beta	https://github.com/hanfeisun/BETA	
fastq-scan	https://github.com/rpetit3/fastq-scan	
deeplift	https://github.com/kundajelab/deeplift	
transcov	https://github.com/hogfeldt/transcov	
dimspy	https://github.com/computational-metabolomics/dimspy	
perl-class-methodmaker	http://search.cpan.org/~schwigon/Class-MethodMaker-2.24/	
r-sceasy	https://github.com/cellgeni/sceasy	
perl-data-lock	http://metacpan.org/pod/Data::Lock	
ucsc-cell-browser	https://github.com/maximilianh/cellBrowser	
parallel-fastq-dump	https://github.com/rvalieris/parallel-fastq-dump	
instrain	https://github.com/MrOlm/inStrain	
checkm-genome	https://github.com/Ecogenomics/CheckM	
arriba	https://github.com/suhrig/arriba	
gaas	https://github.com/NBISweden/GAAS	
nanopolishcomp	https://github.com/a-slide/NanopolishComp	
iced	https://github.com/hiclib/iced	
r-monocle3	https://cole-trapnell-lab.github.io/monocle3/	
crisprbact	https://gitlab.pasteur.fr/dbikard/crisprbact	
fastq-count	https://github.com/sndrtj/fastq-count	
hap.py	https://github.com/Illumina/hap.py	
fsnviz	https://github.com/bow/fsnviz	
rdptools	http://rdp.cme.msu.edu/misc/resources.jsp	
wub	https://github.com/nanoporetech/wub	
ont-fast5-api	https://github.com/nanoporetech/ont_fast5_api	
openduck	https://github.com/galaxycomputationalchemistry/duck	
t_coffee	https://github.com/cbcrg/tcoffee	
r-basejump	https://github.com/acidgenomics/basejump/	
scmap-cli	https://github.com/ebi-gene-expression-group/scmap-cli	
caper	https://github.com/ENCODE-DCC/caper	
sarscov2summary	https://github.com/nickeener/sarscov2formatter	
mpa-portable	https://github.com/compomics/meta-proteome-analyzer	
sevenbridges-python	https://github.com/sbg/sevenbridges-python	
sarscov2formatter	https://github.com/nickeener/sarscov2formatter	
msstitch	https://github.com/lehtiolab/msstitch	
mapdamage2	https://github.com/ginolhac/mapDamage	
dxpy	https://github.com/dnanexus/dx-toolkit	
python-msgpack	https://github.com/msgpack/msgpack-python	
biolib	http://pypi.python.org/pypi/biolib/	
sanitizeme	https://github.com/jiangweiyao/SanitizeMe	
rust-bio-tools	https://github.com/rust-bio/rust-bio-tools	
portcullis	https://github.com/maplesond/portcullis	
r-acidbase	https://acidbase.acidgenomics.com/	
r-pipette	https://github.com/acidgenomics/pipette/	
arvados-python-client	https://github.com/curoverse/arvados/tree/master/sdk/python	
svdb	https://github.com/J35P312/SVDB	
r-sigtree	https://CRAN.R-project.org/package=SigTree	
scvi	https://github.com/YosefLab/scVI	
metabat2	https://bitbucket.org/berkeleylab/metabat	
sccaf	https://github.com/SCCAF/sccaf	
probabilistic2020	https://github.com/KarchinLab/probabilistic2020	
ncbi-genome-download	https://github.com/kblin/ncbi-genome-download/	
perl-xml-sax-expat	http://metacpan.org/pod/XML-SAX-Expat	
fastq-join	https://github.com/brwnj/fastq-join	
perl-heap-simple-perl	http://metacpan.org/pod/Heap::Simple::Perl	
garnett-cli	https://github.com/ebi-gene-expression-group/garnett-cli	
panaroo	https://github.com/gtonkinhill/panaroo	
perl-file-which	https://metacpan.org/pod/File::Which	
sure	http://github.com/gabrielfalcao/sure	
mtsv-tools	https://github.com/FofanovLab/mtsv_tools	
igphyml	https://igphyml.readthedocs.io/en/latest/index.html	
influx_si	https://github.com/sgsokol/influx	
easypqp	https://github.com/grosenberger/easypqp	
hiline	https://github.com/wtsi-hpag/HiLine	
samsum	https://github.com/hallamlab/samsum	
sdrf-pipelines	https://github.com/bigbio/sdrf-pipelines	
dlcpar	https://github.com/davidemms/OrthoFinder	
lsc	https://www.healthcare.uiowa.edu/labs/au/LSC/	
qcat	https://github.com/nanoporetech/qcat	
seurat-scripts	https://github.com/ebi-gene-expression-group/r-seurat-scripts	
perl-fastx-reader	https://metacpan.org/release/FASTX-Reader	
monocle3-cli	https://github.com/ebi-gene-expression-group/monocle-scripts	
mpa-server	https://github.com/compomics/meta-proteome-analyzer	
anvio	http://merenlab.org/software/anvio/index.html	
gprofiler-official	http://biit.cs.ut.ee/gprofiler	
dinopy	https://bitbucket.org/HenningTimm/dinopy	
nanoget	https://github.com/wdecoster/nanoget	
dsh-bio	https://github.com/heuermh/dishevelled-bio	
bioconductor-mouse430a2cdf	https://bioconductor.org/packages/release/data/experiment/html/mouse430a2cdf.html	
bioconductor-hapmap370k	https://bioconductor.org/packages/release/data/experiment/html/hapmap370k.html	
pomoxis	https://github.com/nanoporetech/pomoxis	
python-goenrichment	https://pypi.org/project/goenrichment/	
r-bcbiosinglecell	https://bioinformatics.sph.harvard.edu/bcbioSingleCell/	
pgx-variant-tools	https://github.com/LUMC/pgx-variant-tools	
megalodon	https://github.com/nanoporetech/megalodon	
bitstring	https://github.com/scott-griffiths/bitstring	
pbmm2	https://github.com/PacificBiosciences/pbmm2	
pb-assembly	https://github.com/PacificBiosciences/pbbioconda	
pychopper	https://github.com/nanoporetech/pychopper	
thapbi-pict	https://github.com/peterjc/thapbi-pict	
taxopy	https://github.com/apcamargo/taxopy	
mpra-data-access-portal	https://github.com/kircherlab/MPRA_SaturationMutagenesis	
perl-mce	https://github.com/marioroy/mce-perl	
solvebio	https://github.com/solvebio/solvebio-python	
cdna_cupcake	https://github.com/Magdoll/cDNA_Cupcake	
ncbi-vdb	https://github.com/ncbi/ncbi-vdb	
perl-bio-tools-run-alignment-clustalw	https://metacpan.org/release/Bio-Tools-Run-Alignment-Clustalw	
hmftools-purple	https://github.com/hartwigmedical/hmftools/tree/master/purity-ploidy-estimator	
gatk4-spark	https://github.com/broadinstitute/gatk	
r-deseqanalysis	https://github.com/acidgenomics/DESeqAnalysis/	
pyomero-upload	http://www.synthsys.ed.ac.uk/	
r-prestor	https://bitbucket.org/javh/prototype-prestor	
negative_training_sampler	https://github.com/kircherlab/negative_training_sampler	
deepaclive	https://gitlab.com/dacs-hpi/deepac-live	
stark	https://github.com/hnikaein/stark	
viennarna	https://github.com/ViennaRNA	
mageck-vispr	https://bitbucket.org/liulab/mageck-vispr	
hclust2	https://github.com/SegataLab/hclust2	
hts-nim-tools	https://github.com/brentp/hts-nim-tools	
hic2cool	https://github.com/4dn-dcic/hic2cool	
r-jackstraw	https://CRAN.R-project.org/package=jackstraw	
slivar	https://github.com/brentp/slivar	
motifraptor	https://github.com/pinellolab/MotifRaptor	
radsex	https://sexgenomicstoolkit.github.io/html/radsex/introduction.html	
requests	https://github.com/psf/requests	
peaksql	https://github.com/vanheeringen-lab/peaksql	
pmmrcalculator	https://github.com/TCLamnidis/pMMRCalculator	
unfazed	https://github.com/jbelyeu/unfazed	
r-mkmisc	http://www.stamats.de/	
arvados-cwl-runner	https://github.com/curoverse/arvados/tree/master/sdk/cwl	
nanofilt	https://github.com/wdecoster/nanofilt	
samclip	https://github.com/tseemann/samclip	
bcalm	https://github.com/GATB/bcalm	
r-stitch	https://github.com/rwdavies/stitch	
ataqv	https://parkerlab.github.io/ataqv/	
varfish-annotator-cli	https://github.com/bihealth/varfish-annotator	
r-acidplots	https://acidplots.acidgenomics.com/	
sensv	https://github.com/HKU-BAL/SENSV	
recognizer	https://github.com/iquasere/reCOGnizer	
trimadap	https://github.com/lh3/trimadap	
sixgill	https://github.com/dhmay/sixgill	
r-base	http://www.r-project.org/	
r-grbase	http://people.math.aau.dk/~sorenh/software/gR/	
r-goalie	https://github.com/acidgenomics/goalie/	
funannotate	https://github.com/nextgenusfs/funannotate	
fastutils	https://github.com/haghshenas/fastutils	
gnali	https://github.com/phac-nml/gnali	
r-tailfindr	https://github.com/adnaniazi/tailfindr	
cell-types-analysis	https://github.com/ebi-gene-expression-group/cell-types-analysis	
fasta3	http://faculty.virginia.edu/wrpearson/fasta	
pbbam	https://github.com/PacificBiosciences/pbbam	
primer3-py	https://libnano.github.io/primer3-py/	
hivtrace	https://github.com/veg/hivtrace	
smallgenomeutilities	https://github.com/cbg-ethz/smallgenomeutilities	
lohhla	https://bitbucket.org/mcgranahanlab/lohhla	
cannoli	https://github.com/bigdatagenomics/cannoli	
pyensembl	https://github.com/openvax/pyensembl	
genomelake	https://github.com/kundajelab/genomelake	
pbsv	https://github.com/PacificBiosciences/pbbioconda	
htstream	https://github.com/s4hts/HTStream	
gvcfgenotyper	https://github.com/Illumina/gvcfgenotyper	
cgat-apps	https://github.com/cgat-developers/cgat-apps	
r-syntactic	https://github.com/acidgenomics/syntactic	
dnaio	https://github.com/marcelm/dnaio/	
cesm	https://github.com/ESCOMP/cesm	
pyrle	https://github.com/endrebak/pyrle	
bamread	http://github.com/endrebak/bamread	
samplot	https://github.com/jbelyeu/samplot	
fargene	https://github.com/fannyhb/fargene	
scpred-cli	https://github.com/ebi-gene-expression-group/scPred-cli	
pyslim	https://github.com/tskit-dev/pyslim	
kcounter	http://apcamargo.github.io/kcounter/	
taxonomy	https://github.com/onecodex/taxonomy/	
phylorank	https://github.com/dparks1134/PhyloRank	
ddipy	https://github.com/OmicsDI/ddipy	
transindel	https://github.com/cauyrd/transIndel	
strling	https://github.com/quinlan-lab/STRling	
tasmanian-mismatch	https://github.com/nebiolabs/tasmanian-mismatch	
bwread	http://github.com/endrebak/bwread	
rapifilt	https://github.com/andvides/RAPIFILT	
cnvpytor	https://github.com/abyzovlab/CNVpytor	
nebulizer	https://github.com/pjbriggs/nebulizer	
parent-map	https://github.com/damienmarsic/parent-map	
bio-ting	https://github.com/FelixMoelder/ting	
svtk	https://github.com/talkowski-lab/svtk	
pbipa	https://github.com/PacificBiosciences/pbbioconda	
pytabix	https://github.com/slowkow/pytabix	
avro-python2	https://github.com/apache/avro	
pycoqc	https://github.com/a-slide/pycoQC	
pauvre	https://github.com/conchoecia/pauvre	
r-hemdag	https://github.com/marconotaro/HEMDAG	
r-qorts	https://github.com/hartleys/QoRTs	
pbcoretools	https://github.com/PacificBiosciences/pbbioconda	
r-workflowscriptscommon	https://github.com/ebi-gene-expression-group/workflowscriptscommon	
evidencemodeler	https://github.com/EVidenceModeler/EVidenceModeler	
anvio-minimal	https://github.com/merenlab/anvio	
refinem	http://pypi.python.org/pypi/refinem/	
r-tcr	http://imminfo.github.io/tcr/	
longshot	https://github.com/pjedge/longshot	
clusterpicker	https://github.com/emmahodcroft/cluster-picker-and-cluster-matcher	
flextaxd	https://github.com/FOI-Bioinformatics/flextaxd	
r-acidgenerics	https://github.com/acidgenomics/acidgenerics/	
pubmlst_client	https://github.com/Public-Health-Bioinformatics/pubmlst_client	
quickmerge	https://github.com/mahulchak/quickmerge	
r-ddir	https://github.com/OmicsDI/ddiR	
primedlamp	https://github.com/MatthewHiggins2017/PrimedLAMP/	
bioconductor-biocinstaller	https://bioconductor.org/packages/BiocInstaller/	
alignlib-lite	https://github.com/AndreasHeger/alignlib	
links	https://github.com/bcgsc/LINKS	
py2bit	https://github.com/deeptools/py2bit	
pycluster	http://bonsai.hgc.jp/~mdehoon/software/cluster/index.html	
python-hppy	https://github.com/veg/hppy	
pytriangle	https://github.com/pletzer/pytriangle	
setuptools_cython	http://pypi.python.org/pypi/setuptools_cython/	
qorts	https://github.com/hartleys/QoRTs	
bumbershoot	https://github.com/ProteoWizard/pwiz	
smhasher	http://github.com/phensley/python-smhasher	
emirge	https://github.com/csmiller/EMIRGE	
graphclust-wrappers	http://www.bioinf.uni-freiburg.de/Software/GraphClust/	
starseqr	https://github.com/ExpressionAnalysis/STAR-SEQR	
maxentpy	https://github.com/kepbod/maxentpy	
gdc-client	https://github.com/NCI-GDC/gdc-client	
r-ic10	https://CRAN.R-project.org/package=iC10	
mykatlas	http://github.com/phelimb/atlas	
rebaler	https://github.com/rrwick/Rebaler	
quicksect	https://github.com/brentp/quicksect	
pipits	https://github.com/hsgweon/pipits	
bam2fastx	https://github.com/PacificBiosciences/bam2fastx	
pheniqs	http://biosails.github.io/pheniqs	
nim-falcon	https://github.com/bio-nim/nim-falcon	
r-nabor	https://CRAN.R-project.org/package=nabor	
deeptoolsintervals	https://github.com/deeptools/deeptools_intervals	
r-imputelcmd	https://CRAN.R-project.org/package=imputeLCMD	
r-rphast	https://github.com/CshlSiepelLab/RPHAST	
r-rtfbs	http://compgen.cshl.edu/rtfbs	
r-orqa	https://CRAN.R-project.org/package=orQA	
r-diffcorr	https://CRAN.R-project.org/package=DiffCorr	
r-nbpseq	https://CRAN.R-project.org/package=NBPSeq	
r-isogene	https://CRAN.R-project.org/package=IsoGene	
sequenza-utils	http://sequenza-utils.readthedocs.org	
idba_subasm	https://github.com/abishara/idba	
sorted_nearest	https://github.com/endrebak/sorted_nearest	
opencontactcli	https://github.com/galaxyproteomics/OpenContact/tree/master	
scrublet	https://github.com/allonkleinlab/scrublet	
refgenieserver	https://github.com/databio/refgenie/	
pretextmap	https://github.com/wtsi-hpag/PretextMap	
firecloud	https://github.com/broadinstitute/fiss	
rnabloom	https://github.com/bcgsc/RNA-Bloom	
goetia	https://github.com/camillescott/goetia	
metamaps	https://github.com/DiltheyLab/MetaMaps	
im-pipelines	https://github.com/InformaticsMatters/pipelines	
r-xmlrpc	https://r-forge.r-project.org	
gnu-wget	http://www.gnu.org/software/wget/	
mztosqlite	https://github.com/jj-umn/mztosqlite	
vcfkit	https://github.com/AndersenLab/VCF-kit	
r-mmgenome	https://github.com/MadsAlbertsen/mmgenome	
pout2mzid	https://github.com/percolator/pout2mzid	
python-omero	https://www.openmicroscopy.org/	
mgf-formatter	https://bitbucket.org/galaxyp-applications/mgf-formatter	
r-metama	https://CRAN.R-project.org/package=metaMA	
nvc	https://github.com/blankenberg/nvc	
r-metalonda	https://github.com/aametwally/MetaLonDA	
r-phytools	http://github.com/liamrevell/phytools	
r-lme4qtl	https://CRAN.R-project.org/package=lme4qtl	
regtools	https://github.com/griffithlab/regtools/	
focus	https://edwards.sdsu.edu/FOCUS	
r-msqrob	https://github.com/statOmics/MSqRob	
fred2	https://github.com/FRED-2/Fred2/	
pydemult	https://github.com/jenzopr/pydemult	
r-pophelper	https://github.com/royfrancis/pophelper	
r-misha	https://bitbucket.org/tanaylab/misha-package	
r-umi4c	https://bitbucket.org/tanaylab/umi4cpackage	
r-minems2	https://github.com/adelabriere/mineMS2	
r-nanopore	https://github.com/sagrudd/nanopoRe	
r-motifbinner	https://github.com/HIVDiversity/MotifBinner2	
r-mgsz	https://CRAN.R-project.org/package=mGSZ	
haplotype-lso	https://github.com/holtgrewe/haplotype-lso	
quantwiz-iq	https://sourceforge.net/projects/quantwiz/	
r-velocyto.r	https://github.com/velocyto-team/velocyto.R	
r-intlim	http://github.com/Mathelab/IntLIM/	
hail	https://github.com/hail-is/hail	
cmseq	https://github.com/SegataLab/cmseq	
upimapi	https://github.com/iquasere/UPIMAPI	
biokit	http://pypi.python.org/pypi/biokit	
blast-legacy	http://blast.ncbi.nlm.nih.gov	
htsbox	https://github.com/lh3/htsbox	
retry_decorator	https://github.com/pnpnpn/retry-decorator	
r-pore	http://sourceforge.net/projects/rpore/	
r-sleuth	http://pachterlab.github.io/sleuth	
synapseclient	http://synapse.sagebase.org/	
vawk	https://github.com/cc2qe/vawk	
perl-sanger-cgp-vagrent	https://github.com/cancerit/VAGrENT	
csvtk	https://github.com/shenwei356/csvtk	
multigps	https://github.com/seqcode/multigps	
ddrage	https://bitbucket.org/genomeinformatics/rage	
cgat-report	https://github.com/AndreasHeger/CGATReport	
fitter	http://github.com/cokelaer/fitter	
nanomath	https://github.com/wdecoster/nanomath	
irfinder	https://github.com/williamritchie/IRFinder	
ebfilter	https://github.com/Genomon-Project/EBFilter	
validate-fasta-database	https://github.com/caleb-easterly/validate_fasta_database	
nanolyse	https://github.com/wdecoster/NanoLyse	
chipseq-greylist	https://github.com/roryk/chipseq-greylist	
vcfpy	https://github.com/bihealth/vcfpy	
fcsparser	https://github.com/eyurtsev/fcsparser	
ectyper	https://github.com/phac-nml/ecoli_serotyping	
bioconvert	https://github.com/bioconvert/bioconvert	
nucdiff	https://github.com/uio-cels/NucDiff	
ephemeris	https://github.com/galaxyproject/ephemeris	
idr-py	https://github.com/IDR/idr-py	
mamotif	https://github.com/shao-lab/MAmotif	
ngs-bits	https://github.com/imgag/ngs-bits	
deblur	https://github.com/biocore/deblur	
mob_suite	https://github.com/phac-nml/mob-suite	
gotree	https://github.com/evolbioinfo/gotree	
pbcopper	https://github.com/PacificBiosciences/pbcopper	
minorseq	https://github.com/PacificBiosciences/pbbioconda	
cgatcore	https://github.com/cgat-developers/cgat-core	
scprep	https://github.com/KrishnaswamyLab/scprep	
illumina-utils	https://github.com/meren/illumina-utils	
rgt	http://www.regulatory-genomics.org	
hmftools-amber	https://github.com/hartwigmedical/hmftools/	
cromshell	https://github.com/broadinstitute/cromshell	
sample-sheet	https://github.com/clintval/sample-sheet	
r-cellassign	https://github.com/Irrationone/cellassign	
dicey	https://github.com/gear-genomics/dicey	
fastq_utils	https://github.com/nunofonseca/fastq_utils	
igor_vdj	https://github.com/qmarcou/IGoR	
irida-uploader	https://github.com/phac-nml/irida-uploader	
trnanalysis	https://github.com/Acribbs/tRNAnalysis/blob/master/docs/index.rst	
rsidx	https://github.com/bioforensics/rsidx/	
wget	https://www.gnu.org/software/wget/	
cmsip	https://github.com/lijinbio/cmsip	
cgecore	https://bitbucket.org/genomicepidemiology/cge_core_module	
scallop	https://github.com/Kingsford-Group/scallop	
